property_type,year,mrt_coefficient,mrt_premium_100m,r2,n_transactions,mean_price,mean_mrt_distance
EC,2021,0.059186713584438715,5.918671358443872,0.02471562075537237,4091,1052.0322659496455,697.7702787852352
EC,2022,-0.0813227804448833,-8.132278044488329,0.025724785157184793,3410,1192.8607038123166,609.9479109804985
EC,2023,-0.01189033320111546,-1.189033320111546,0.0007559557647812687,2654,1282.8270535041447,642.7813537025859
EC,2024,-0.11735392974176435,-11.735392974176435,0.051440395417355345,3203,1384.397127692788,664.793246033285
EC,2025,-0.3373282388793786,-33.732823887937855,0.1490693905220748,3428,1544.9279463243874,544.7561531701923
EC,2026,-0.37053451693041095,-37.0534516930411,0.0672998892901494,40,1576.7,420.9052558412974
