metric,value,std_error,p_value,ci_lower,ci_upper,significant,r2,n,n_treated,n_control
treatment_effect,-79.47128585329565,2.631229237546263,2.1565180461847836e-200,-84.62840039395664,-74.31417131263771,True,0.2942407027214775,52881,38324,14557
