covariate,treated_mean,control_mean,diff,diff_pct,t_stat,p_value,balanced
floor_area_sqm,93.61857374965817,102.06404099060632,-8.445467240948147,-8.274674566065285,-7.601331418321159,2.958787015553939e-14,False
remaining_lease_months,752.3093361862019,794.4125163151748,-42.103180128972895,-5.299913994843065,-27.197708413839376,9.032654776624063e-162,False
year,2023.0904916390352,2023.021949693405,0.06854194563015881,0.0033880969823657397,7.784933541820394,7.028605675852727e-15,False
dist_to_nearest_mrt,486.12200217809357,624.8744169475933,-138.75241476949975,-22.204848047273565,-50.02563277488751,0.0,False
dist_to_nearest_hawker,760.707873342156,739.7997502983674,20.908123043788578,2.826186820873643,5.314973491022656,1.0710412812924042e-07,False
