target,target_name,best_ols_spec,ols_r2,ols_mae,xgboost_r2,xgboost_mae
price_psf,Transaction Price (PSF),Log,0.5212361283424161,70.99934182857251,0.9073855093489158,31.556914440936367
rental_yield_pct,Rental Yield (%),Inverse,0.20428817974428926,0.6557484970899233,0.7743661504596423,0.31364785996468536
yoy_change_pct,YoY Appreciation (%),Linear,0.0660033612811386,46.62596862878543,0.2212647632873762,39.66708246395629
