feature,importance,target,model
storey_range_31 TO 33,3.5396818367042147e-19,yoy_change_pct,random_forest
flat_model_Model A2,1.6605179678601254e-19,yoy_change_pct,random_forest
flat_model_DBSS,6.730050260020806e-20,yoy_change_pct,random_forest
flat_model_Premium Apartment Loft,4.4786072327735364e-20,yoy_change_pct,random_forest
flat_model_Model A-Maisonette,3.6190461282083946e-20,yoy_change_pct,random_forest
storey_range_40 TO 42,2.1396451241663093e-20,yoy_change_pct,random_forest
flat_model_Terrace,7.69953013459691e-21,yoy_change_pct,random_forest
storey_range_46 TO 48,4.2464237221140416e-21,yoy_change_pct,random_forest
flat_model_2-room,2.9859596975856567e-21,yoy_change_pct,random_forest
flat_type_1 ROOM,1.5654533559081234e-21,yoy_change_pct,random_forest
flat_model_3Gen,8.931832464339085e-22,yoy_change_pct,random_forest
storey_range_43 TO 45,3.515866460472526e-22,yoy_change_pct,random_forest
flat_model_Type S2,0.0,yoy_change_pct,random_forest
property_type_HDB,0.0,yoy_change_pct,random_forest
psf_tier_Low PSF,0.0,yoy_change_pct,random_forest
flat_model_Improved-Maisonette,0.0,yoy_change_pct,random_forest
flat_model_Other,0.0,yoy_change_pct,random_forest
storey_range_49 TO 51,0.0,yoy_change_pct,random_forest
