feature,importance,target,model
storey_range_31 TO 33,7.325630828903549e-18,rental_yield_pct,random_forest
flat_model_Model A2,5.962992369445261e-18,rental_yield_pct,random_forest
flat_model_Premium Apartment Loft,2.834228299446467e-18,rental_yield_pct,random_forest
flat_type_MULTI-GENERATION,2.762987305379306e-18,rental_yield_pct,random_forest
storey_range_37 TO 39,1.220987743310333e-18,rental_yield_pct,random_forest
flat_type_1 ROOM,3.7782682061502516e-19,rental_yield_pct,random_forest
flat_model_Multi Generation,1.217001931611121e-19,rental_yield_pct,random_forest
storey_range_46 TO 48,1.965270174606327e-20,rental_yield_pct,random_forest
market_tier_Mass Market,0.0,rental_yield_pct,random_forest
flat_model_Premium Maisonette,0.0,rental_yield_pct,random_forest
property_type_HDB,0.0,rental_yield_pct,random_forest
flat_model_Improved-Maisonette,-4.4657257667967646e-21,rental_yield_pct,random_forest
flat_model_Terrace,-4.3738467851104654e-20,rental_yield_pct,random_forest
flat_model_3Gen,-1.0373361154775635e-18,rental_yield_pct,random_forest
