Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
H2O RESIDENCES,"930,000",882.65,"1,054",Jan-22,FERNVALE LINK,Resale,Strata,82,"11,341",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,21 to 25
SOUTHAVEN II,"2,305,000","1,840.64","1,252",Jan-22,HINDHEDE WALK,Resale,Strata,171,"13,480",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
NORMANTON PARK,"1,725,000",968.76,"1,781",Jan-22,NORMANTON PARK,New Sale,Strata,90,"19,167",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
NORMANTON PARK,"997,880",527.44,"1,892",Jan-22,NORMANTON PARK,New Sale,Strata,49,"20,365",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
PARC CLEMATIS,"2,668,000","1,711.48","1,559",Jan-22,JALAN LEMPENG,New Sale,Strata,159,"16,780",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
A TREASURE TROVE,"1,300,000","1,044.11","1,245",Jan-22,PUNGGOL WALK,Resale,Strata,97,"13,402",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
COASTLINE RESIDENCES,"2,157,000",742.72,"2,904",Jan-22,AMBER ROAD,New Sale,Strata,69,"31,261",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
LIVIA,"1,600,000","1,539.25","1,039",Jan-22,PASIR RIS GROVE,Resale,Strata,143,"11,189",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
SCOTTS SQUARE,"2,224,900",635.08,"3,503",Jan-22,SCOTTS ROAD,Resale,Strata,59,"37,710",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
AURA 83,"1,980,000","1,593.07","1,243",Jan-22,DUKU ROAD,Resale,Strata,148,"13,378",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PARC CLEMATIS,"1,616,000",968.76,"1,668",Jan-22,JALAN LEMPENG,New Sale,Strata,90,"17,956",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
LAKEVILLE,"1,980,000","1,302.44","1,520",Jan-22,JURONG LAKE LINK,Resale,Strata,121,"16,364",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
CITYLIGHTS,"1,160,000",721.19,"1,608",Jan-22,JELLICOE ROAD,Resale,Strata,67,"17,313",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,21 to 25
CHILTERN PARK,"1,850,000","1,571.54","1,177",Jan-22,SERANGOON AVENUE 3,Resale,Strata,146,"12,671",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"1,700,000",753.48,"2,256",Jan-22,MARINA WAY,Resale,Strata,70,"24,286",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
ALEX RESIDENCES,"975,000",473.62,"2,059",Jan-22,ALEXANDRA VIEW,Resale,Strata,44,"22,159",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
SENNETT ESTATE,"990,000",818.06,"1,210",Jan-22,MACPHERSON ROAD,Resale,Strata,76,"13,026",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
MOONSTONE VIEW,"1,225,000",850.36,"1,441",Jan-22,MOONSTONE LANE,Resale,Strata,79,"15,506",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ALEXIS,"940,000",559.73,"1,679",Jan-22,ALEXANDRA ROAD,Resale,Strata,52,"18,077",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
SPRING GROVE,"2,185,000","1,388.56","1,574",Jan-22,GRANGE ROAD,Resale,Strata,129,"16,938",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,11 to 15
WATERTOWN,"760,000",527.44,"1,441",Jan-22,PUNGGOL CENTRAL,Resale,Strata,49,"15,510",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
HILLION RESIDENCES,"790,000",548.96,"1,439",Jan-22,JELEBU ROAD,Resale,Strata,51,"15,490",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
PATERSON RESIDENCE,"3,660,000","1,496.2","2,446",Jan-22,PATERSON ROAD,Resale,Strata,139,"26,331",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
RIVERGATE,"5,300,000","1,894.46","2,798",Jan-22,ROBERTSON QUAY,Resale,Strata,176,"30,114",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
THE QUAYSIDE,"1,630,000","1,130.22","1,442",Jan-22,ROBERTSON QUAY,Resale,Strata,105,"15,524",-,Apartment,1,99 yrs lease commencing from 1994,09,Core Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"586,000",484.38,"1,210",Jan-22,FLORA DRIVE,Resale,Strata,45,"13,022",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"4,410,000","1,582.31","2,787",Jan-22,MARINA WAY,Resale,Strata,147,"30,000",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
FLAMINGO VALLEY,"3,750,000","2,572.6","1,458",Jan-22,SIGLAP ROAD,Resale,Strata,239,"15,690",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE PALETTE,"670,000",505.91,"1,324",Jan-22,PASIR RIS GROVE,Resale,Strata,47,"14,255",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIO VISTA,"1,095,000","1,248.62",877,Jan-22,UPPER SERANGOON VIEW,Resale,Strata,116,"9,440",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
STARVILLE,"1,545,000","1,270.15","1,216",Jan-22,LENGKONG TIGA,Resale,Strata,118,"13,093",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
CLOVER BY THE PARK,"1,690,000","1,216.33","1,389",Jan-22,BISHAN STREET 25,Resale,Strata,113,"14,956",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,11 to 15
CAIRNHILL PLAZA,"5,100,800","2,852.46","1,788",Jan-22,CAIRNHILL ROAD,Resale,Strata,265,"19,248",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CENTRAL IMPERIAL,"720,000",602.78,"1,194",Jan-22,LORONG 14 GEYLANG,Resale,Strata,56,"12,857",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE MAYLEA,"2,308,888","1,657.66","1,393",Jan-22,PASIR PANJANG ROAD,Resale,Strata,154,"14,993",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE SANTORINI,"871,888",753.48,"1,157",Jan-22,TAMPINES STREET 86,Resale,Strata,70,"12,456",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
LIVIA,"1,220,000","1,259.39",969,Jan-22,PASIR RIS GROVE,Resale,Strata,117,"10,427",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE HILLFORD,"510,000",398.27,"1,281",Jan-22,JALAN JURONG KECHIL,Resale,Strata,37,"13,784",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
PARC VERA,"950,000",871.88,"1,090",Jan-22,HOUGANG STREET 32,Resale,Strata,81,"11,728",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
JUPITER 18,"860,000",850.36,"1,011",Jan-22,LORONG 102 CHANGI,Resale,Strata,79,"10,886",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SEAHILL,"700,000",505.91,"1,384",Jan-22,WEST COAST CRESCENT,Resale,Strata,47,"14,894",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,935,000","1,367.03","1,415",Jan-22,TAMPINES LANE,New Sale,Strata,127,"15,236",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
SPACE @ KOVAN,"750,000",548.96,"1,366",Jan-22,YIO CHU KANG ROAD,Resale,Strata,51,"14,706",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
NYON,"1,813,000",721.19,"2,514",Jan-22,AMBER ROAD,New Sale,Strata,67,"27,060",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
AMBER PARK,"5,342,000","2,142.04","2,494",Jan-22,AMBER GARDENS,New Sale,Strata,199,"26,844",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
AMBER PARK,"4,107,000","1,582.31","2,596",Jan-22,AMBER GARDENS,New Sale,Strata,147,"27,939",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
AMBER PARK,"4,125,000","1,582.31","2,607",Jan-22,AMBER GARDENS,New Sale,Strata,147,"28,061",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
GUILLEMARD SUITES,"838,888",635.08,"1,321",Jan-22,GUILLEMARD ROAD,Resale,Strata,59,"14,218",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
AMARYLLIS VILLE,"1,750,000",979.52,"1,787",Jan-22,NEWTON ROAD,Resale,Strata,91,"19,231",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,06 to 10
EUHABITAT,"660,000",527.44,"1,251",Jan-22,JALAN EUNOS,Resale,Strata,49,"13,469",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,900,000","1,323.97","1,435",Jan-22,TAMPINES LANE,New Sale,Strata,123,"15,447",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE HELICONIA,"2,068,000","2,195.86",942,Jan-22,JALAN DAUD,Resale,Strata,204,"10,137",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
EVERGREEN PARK,"820,000","1,087.16",754,Jan-22,HOUGANG AVENUE 7,Resale,Strata,101,"8,119",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
SENNETT RESIDENCE,"1,325,000",828.83,"1,599",Jan-22,PHENG GECK AVENUE,Resale,Strata,77,"17,208",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
35 GILSTEAD,"2,627,000","1,065.64","2,465",Jan-22,GILSTEAD ROAD,New Sale,Strata,99,"26,535",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,623,000",742.72,"2,185",Jan-22,TOH TUCK ROAD,New Sale,Strata,69,"23,522",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
DAIRY FARM RESIDENCES,"1,570,200","1,011.82","1,552",Jan-22,DAIRY FARM LANE,New Sale,Strata,94,"16,704",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
IRWELL HILL RESIDENCES,"3,426,000","1,270.15","2,697",Jan-22,IRWELL HILL,New Sale,Strata,118,"29,034",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,26 to 30
ROYALGREEN,"2,743,000",979.52,"2,800",Jan-22,ANAMALAI AVENUE,New Sale,Strata,91,"30,143",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WATERTOWN,"775,000",527.44,"1,469",Jan-22,PUNGGOL CENTRAL,Resale,Strata,49,"15,816",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
HEDGES PARK CONDOMINIUM,"580,000",484.38,"1,197",Jan-22,FLORA DRIVE,Resale,Strata,45,"12,889",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
LIVIA,"960,000",914.94,"1,049",Jan-22,PASIR RIS GROVE,Resale,Strata,85,"11,294",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,529,000",936.47,"1,633",Jan-22,HOUGANG AVENUE 2,New Sale,Strata,87,"17,575",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
BOULEVARD 88,"12,500,000","2,777.11","4,501",Jan-22,ORCHARD BOULEVARD,Sub Sale,Strata,258,"48,450",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
CONDOMINIUM DEVELOPMENT,"1,800,000","1,011.82","1,779",Jan-22,HOLLAND ROAD,Resale,Strata,94,"19,149",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HYLL ON HOLLAND,"2,751,800","1,054.87","2,609",Jan-22,HOLLAND ROAD,New Sale,Strata,98,"28,080",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HERITAGE VIEW,"3,200,000","2,626.42","1,218",Jan-22,DOVER RISE,Resale,Strata,244,"13,115",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
BLUWATERS 2,"925,000",947.23,977,Jan-22,JALAN LOYANG BESAR,Resale,Strata,88,"10,511",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
THE LAKESHORE,"1,132,000",947.23,"1,195",Jan-22,JURONG WEST STREET 41,Resale,Strata,88,"12,864",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
NORTH PARK RESIDENCES,"1,225,000",731.95,"1,674",Jan-22,YISHUN CENTRAL 1,Sub Sale,Strata,68,"18,015",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
THE GALE,"1,928,000","1,980.58",973,Jan-22,FLORA ROAD,Resale,Strata,184,"10,478",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE TRIZON,"3,700,000","1,959.05","1,889",Jan-22,RIDGEWOOD CLOSE,Resale,Strata,182,"20,330",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
THE LOFT,"3,650,000","1,829.88","1,995",Jan-22,NASSIM HILL,Resale,Strata,170,"21,471",-,Condominium,1,99 yrs lease commencing from 1999,10,Core Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"2,118,000","2,098.98","1,009",Jan-22,LAKESIDE DRIVE,Resale,Strata,195,"10,862",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,16 to 20
THE ARMADALE,"1,150,000",678.13,"1,696",Jan-22,GILSTEAD ROAD,Resale,Strata,63,"18,254",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE GARDENS AT BISHAN,"1,750,000","1,205.57","1,452",Jan-22,SIN MING WALK,Resale,Strata,112,"15,625",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
NORTH PARK RESIDENCES,"1,200,000",699.66,"1,715",Jan-22,YISHUN CENTRAL 1,Sub Sale,Strata,65,"18,462",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE WATER EDGE,"768,000",538.2,"1,427",Jan-22,LORONG 38 GEYLANG,Resale,Strata,50,"15,360",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE SKYWOODS,"900,000",613.55,"1,467",Jan-22,DAIRY FARM HEIGHTS,Resale,Strata,57,"15,789",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
REGENT GROVE,"920,000","1,173.28",784,Jan-22,CHOA CHU KANG NORTH 7,Resale,Strata,109,"8,440",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
THE HELICONIA,"1,631,000","1,334.74","1,222",Jan-22,JALAN DAUD,Resale,Strata,124,"13,153",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
SIMS URBAN OASIS,"988,000",624.31,"1,583",Jan-22,SIMS DRIVE,Resale,Strata,58,"17,034",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
RIVERTREES RESIDENCES,"835,000",699.66,"1,193",Jan-22,FERNVALE CLOSE,Resale,Strata,65,"12,846",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
MI CASA,"1,028,000",990.29,"1,038",Jan-22,CHOA CHU KANG AVENUE 3,Resale,Strata,92,"11,174",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,06 to 10
SHERWOOD CONDOMINIUM,"1,180,000",914.94,"1,290",Jan-22,JALAN JURONG KECHIL,Resale,Strata,85,"13,882",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE MINTON,"1,200,000",990.29,"1,212",Jan-22,HOUGANG STREET 11,Resale,Strata,92,"13,043",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
CANNINGHILL PIERS,"5,869,000","1,754.53","3,345",Jan-22,CLARKE QUAY,New Sale,Strata,163,"36,006",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,26 to 30
FOREST WOODS,"1,500,000",839.59,"1,787",Jan-22,LORONG LEW LIAN,Resale,Strata,78,"19,231",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
HILLION RESIDENCES,"720,000",462.85,"1,556",Jan-22,JELEBU ROAD,Resale,Strata,43,"16,744",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
THE VERMONT ON CAIRNHILL,"1,910,000",882.65,"2,164",Jan-22,CAIRNHILL RISE,Resale,Strata,82,"23,293",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE JOVELL,"1,729,000","1,270.15","1,361",Jan-22,FLORA DRIVE,New Sale,Strata,118,"14,653",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
FOREST WOODS,"1,715,000","1,065.64","1,609",Jan-22,LORONG LEW LIAN,Resale,Strata,99,"17,323",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"1,830,000",979.52,"1,868",Jan-22,BROOKVALE DRIVE,New Sale,Strata,91,"20,110",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
PENROSE,"2,408,000","1,399.32","1,721",Jan-22,SIMS DRIVE,New Sale,Strata,130,"18,523",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
ST THOMAS SUITES,"3,980,000","1,819.12","2,188",Jan-22,ST. THOMAS WALK,Resale,Strata,169,"23,550",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
GUILLEMARD EDGE,"640,000",419.8,"1,525",Jan-22,LORONG 30 GEYLANG,Resale,Strata,39,"16,410",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"2,350,000",947.23,"2,481",Jan-22,FOURTH AVENUE,New Sale,Strata,88,"26,705",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
EASTPOINT GREEN,"1,090,000","1,173.28",929,Jan-22,SIMEI STREET 3,Resale,Strata,109,"10,000",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THE WATERGARDENS AT CANBERRA,"1,897,000","1,302.44","1,456",Jan-22,CANBERRA DRIVE,New Sale,Strata,121,"15,678",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
NORMANTON PARK,"2,959,000","1,614.6","1,833",Jan-22,NORMANTON PARK,New Sale,Strata,150,"19,727",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
THE COMMODORE,"1,439,000",968.76,"1,485",Jan-22,CANBERRA DRIVE,New Sale,Strata,90,"15,989",-,Condominium,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
ROYALGREEN,"1,887,000",667.37,"2,828",Jan-22,ANAMALAI AVENUE,New Sale,Strata,62,"30,435",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ROYALGREEN,"1,796,000",635.08,"2,828",Jan-22,ANAMALAI AVENUE,New Sale,Strata,59,"30,441",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MIDWOOD,"1,294,000",785.77,"1,647",Jan-22,HILLVIEW RISE,New Sale,Strata,73,"17,726",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
GRAND REGALIA,"2,180,000","2,303.5",946,Jan-22,UPPER SERANGOON ROAD,Resale,Strata,214,"10,187",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE ESTUARY,"1,060,000","1,119.46",947,Jan-22,YISHUN AVENUE 1,Resale,Strata,104,"10,192",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
NV RESIDENCES,"1,350,000","1,453.14",929,Jan-22,PASIR RIS GROVE,Resale,Strata,135,"10,000",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
MOUNT SOPHIA SUITES,"1,150,000",635.08,"1,811",Jan-22,SOPHIA ROAD,Resale,Strata,59,"19,492",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PRINCIPAL GARDEN,"1,490,000",764.24,"1,950",Jan-22,PRINCE CHARLES CRESCENT,Resale,Strata,71,"20,986",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
HYLL ON HOLLAND,"1,807,500",710.42,"2,544",Jan-22,HOLLAND ROAD,New Sale,Strata,66,"27,386",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,038,888","1,399.32",742,Jan-22,MARIAM WAY,Resale,Strata,130,"7,991",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"1,500,000",979.52,"1,531",Jan-22,WHAMPOA EAST,Resale,Strata,91,"16,484",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
IRESIDENCES,"2,180,000","1,345.5","1,620",Jan-22,IRRAWADDY ROAD,Resale,Strata,125,"17,440",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"1,373,000",699.66,"1,962",Jan-22,COMMONWEALTH AVENUE,Resale,Strata,65,"21,123",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
DOVER PARKVIEW,"1,590,000","1,248.62","1,273",Jan-22,DOVER RISE,Resale,Strata,116,"13,707",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
SAVANNAH CONDOPARK,"865,000",990.29,873,Jan-22,SIMEI RISE,Resale,Strata,92,"9,402",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
FLAMINGO VALLEY,"2,000,000","1,216.33","1,644",Jan-22,SIGLAP ROAD,Resale,Strata,113,"17,699",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SOMMERVILLE PARK,"2,530,000","1,302.44","1,943",Jan-22,FARRER DRIVE,Resale,Strata,121,"20,909",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE ALPS RESIDENCES,"668,000",505.91,"1,320",Jan-22,TAMPINES STREET 86,Sub Sale,Strata,47,"14,213",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
TERRASSE,"960,000",807.3,"1,189",Jan-22,TERRASSE LANE,Resale,Strata,75,"12,800",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
WATERTOWN,"825,000",581.26,"1,419",Jan-22,PUNGGOL CENTRAL,Resale,Strata,54,"15,278",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,800,000","1,377.79","1,306",Jan-22,SELETAR ROAD,Resale,Strata,128,"14,063",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,188,000",678.13,"1,752",Jan-22,MARINA BOULEVARD,Resale,Strata,63,"18,857",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,11 to 15
CENTRAL GROVE,"1,200,000","1,022.58","1,174",Jan-22,GEYLANG EAST AVENUE 1,Resale,Strata,95,"12,632",-,Condominium,1,99 yrs lease commencing from 1997,14,Rest of Central Region,06 to 10
THE MINTON,"1,788,888","1,463.9","1,222",Jan-22,HOUGANG STREET 11,Resale,Strata,136,"13,154",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
THE METROPOLITAN CONDOMINIUM,"2,260,000","1,420.85","1,591",Jan-22,ALEXANDRA VIEW,Resale,Strata,132,"17,121",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,16 to 20
NATHAN RESIDENCES,"1,340,000",861.12,"1,556",Jan-22,NATHAN ROAD,Resale,Strata,80,"16,750",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LA FIESTA,"1,240,000","1,001.05","1,239",Jan-22,SENGKANG SQUARE,Resale,Strata,93,"13,333",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
PARC OASIS,"1,270,000","1,377.79",922,Jan-22,JURONG EAST AVENUE 1,Resale,Strata,128,"9,922",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,300,000",839.59,"1,548",Jan-22,UPPER PAYA LEBAR ROAD,Resale,Strata,78,"16,667",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
GRANGE HEIGHTS,"3,300,000","1,883.7","1,752",Jan-22,ST. THOMAS WALK,Resale,Strata,175,"18,857",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
KINGSFORD WATERBAY,"638,000",484.38,"1,317",Jan-22,UPPER SERANGOON VIEW,Resale,Strata,45,"14,178",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
FIORENZA,"1,050,000",839.59,"1,251",Jan-22,FLORENCE ROAD,Resale,Strata,78,"13,462",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
TWIN VEW,"1,650,000","1,054.87","1,564",Jan-22,WEST COAST VALE,Sub Sale,Strata,98,"16,837",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,26 to 30
ONE DUSUN RESIDENCES,"1,068,000",667.37,"1,600",Jan-22,JALAN DUSUN,Resale,Strata,62,"17,226",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
STURDEE RESIDENCES,"836,000",419.8,"1,991",Jan-22,BEATTY ROAD,Sub Sale,Strata,39,"21,436",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,16 to 20
STRATUM,"600,000",473.62,"1,267",Jan-22,ELIAS ROAD,Resale,Strata,44,"13,636",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE JOVELL,"962,700",678.13,"1,420",Jan-22,FLORA DRIVE,New Sale,Strata,63,"15,281",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
THE HYDE,"3,883,000","1,248.62","3,110",Jan-22,BALMORAL ROAD,New Sale,Strata,116,"33,474",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
STARLIGHT SUITES,"1,670,000",850.36,"1,964",Jan-22,RIVER VALLEY CLOSE,Resale,Strata,79,"21,139",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
FLO RESIDENCE,"1,040,000",968.76,"1,074",Jan-22,PUNGGOL FIELD WALK,Resale,Strata,90,"11,556",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
FOURTH AVENUE RESIDENCES,"1,870,506",710.42,"2,633",Jan-22,FOURTH AVENUE,New Sale,Strata,66,"28,341",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
D'NEST,"1,780,000","1,625.36","1,095",Jan-22,PASIR RIS GROVE,Resale,Strata,151,"11,788",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
