Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARRY COURT,"1,000,000","1,097.93",911,Apr-21,PARRY AVENUE,Resale,Strata,102,"9,804",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
RIO VISTA,"1,138,000","1,248.62",911,Apr-21,UPPER SERANGOON VIEW,Resale,Strata,116,"9,810",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
SELETAR SPRINGS CONDOMINIUM,"985,000","1,334.74",738,Apr-21,GERALD DRIVE,Resale,Strata,124,"7,944",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
CASA MERAH,"1,760,000","1,571.54","1,120",Apr-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,146,"12,055",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,06 to 10
CAVENAGH HOUSE,"2,750,000","1,636.13","1,681",Apr-21,CLEMENCEAU AVENUE NORTH,Resale,Strata,152,"18,092",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
WATER PLACE,"1,568,000","1,216.33","1,289",Apr-21,TANJONG RHU ROAD,Resale,Strata,113,"13,876",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05
ASCENTIA SKY,"1,650,000","1,011.82","1,631",Apr-21,ALEXANDRA VIEW,Resale,Strata,94,"17,553",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
EVERGREEN PARK,"763,000","1,022.58",746,Apr-21,HOUGANG AVENUE 7,Resale,Strata,95,"8,032",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
TIERRA VUE,"1,650,000","1,033.34","1,597",Apr-21,ST. PATRICK'S ROAD,Resale,Strata,96,"17,188",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SUMMERHILL,"1,750,000","1,302.44","1,344",Apr-21,HUME AVENUE,Resale,Strata,121,"14,463",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
NOVA 88,"1,288,888",925.7,"1,392",Apr-21,BHAMO ROAD,Resale,Strata,86,"14,987",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
WATERFRONT ISLE,"1,500,000","1,259.39","1,191",Apr-21,BEDOK RESERVOIR ROAD,Resale,Strata,117,"12,821",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
RIVERBANK @ FERNVALE,"1,158,000","1,044.11","1,109",Apr-21,FERNVALE CLOSE,Resale,Strata,97,"11,938",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
THE TRUMPS,"1,200,000",979.52,"1,225",Apr-21,JALAN KEMBANGAN,Resale,Strata,91,"13,187",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,06 to 10
THE SKYWOODS,"1,290,000",947.23,"1,362",Apr-21,DAIRY FARM HEIGHTS,Resale,Strata,88,"14,659",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
BOON TECK TOWER,"1,860,000","1,657.66","1,122",Apr-21,BOON TECK ROAD,Resale,Strata,154,"12,078",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
1953,"998,000",548.96,"1,818",Apr-21,TESSENSOHN ROAD,New Sale,Strata,51,"19,569",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
MIDWOOD,"799,000",484.38,"1,650",Apr-21,HILLVIEW RISE,New Sale,Strata,45,"17,756",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
VERDALE,"1,072,400",613.55,"1,748",Apr-21,DE SOUZA AVENUE,New Sale,Strata,57,"18,814",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
JADESCAPE,"2,783,000","1,646.89","1,690",Apr-21,SHUNFU ROAD,New Sale,Strata,153,"18,190",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
AVENUE SOUTH RESIDENCE,"1,485,000",656.6,"2,262",Apr-21,SILAT AVENUE,New Sale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
AVENUE SOUTH RESIDENCE,"1,156,000",527.44,"2,192",Apr-21,SILAT AVENUE,New Sale,Strata,49,"23,592",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
AVENUE SOUTH RESIDENCE,"2,409,000","1,108.69","2,173",Apr-21,SILAT AVENUE,New Sale,Strata,103,"23,388",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,46 to 50
TREASURE AT TAMPINES,"1,313,000",914.94,"1,435",Apr-21,TAMPINES LANE,New Sale,Strata,85,"15,447",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
AMBER PARK,"1,128,320",462.85,"2,438",Apr-21,AMBER GARDENS,New Sale,Strata,43,"26,240",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,179,000",452.09,"2,608",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,071",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,265,000",495.14,"2,555",Apr-21,IRWELL HILL,New Sale,Strata,46,"27,500",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,205,000",452.09,"2,665",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,690",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
PARK COLONIAL,"1,500,000",742.72,"2,020",Apr-21,WOODLEIGH LANE,New Sale,Strata,69,"21,739",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,305,000",495.14,"2,636",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,370",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,672,000",624.31,"2,678",Apr-21,IRWELL HILL,New Sale,Strata,58,"28,828",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
IRWELL HILL RESIDENCES,"1,336,000",495.14,"2,698",Apr-21,IRWELL HILL,New Sale,Strata,46,"29,043",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
THE ANTARES,"1,320,900",710.42,"1,859",Apr-21,MATTAR ROAD,New Sale,Strata,66,"20,014",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,512,000",721.19,"2,097",Apr-21,BIDADARI PARK DRIVE,New Sale,Strata,67,"22,567",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
WILSHIRE RESIDENCES,"2,200,000",839.59,"2,620",Apr-21,FARRER ROAD,New Sale,Strata,78,"28,205",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
JUNIPER HILL,"1,738,000",656.6,"2,647",Apr-21,EWE BOON ROAD,New Sale,Strata,61,"28,492",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
NORMANTON PARK,"1,365,268",764.24,"1,786",Apr-21,NORMANTON PARK,New Sale,Strata,71,"19,229",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
TREASURE AT TAMPINES,"1,275,000",914.94,"1,394",Apr-21,TAMPINES LANE,New Sale,Strata,85,"15,000",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,275,000",505.91,"2,520",Apr-21,IRWELL HILL,New Sale,Strata,47,"27,128",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,115,000",484.38,"2,302",Apr-21,FOURTH AVENUE,New Sale,Strata,45,"24,778",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,692,000",678.13,"2,495",Apr-21,IRWELL HILL,New Sale,Strata,63,"26,857",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"3,168,000","1,270.15","2,494",Apr-21,IRWELL HILL,New Sale,Strata,118,"26,847",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,197,000",452.09,"2,648",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,500",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,548,000",602.78,"2,568",Apr-21,IRWELL HILL,New Sale,Strata,56,"27,643",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"2,220,000",861.12,"2,578",Apr-21,IRWELL HILL,New Sale,Strata,80,"27,750",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,812,000",656.6,"2,760",Apr-21,IRWELL HILL,New Sale,Strata,61,"29,705",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
IRWELL HILL RESIDENCES,"1,904,000",667.37,"2,853",Apr-21,IRWELL HILL,New Sale,Strata,62,"30,710",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,26 to 30
NORMANTON PARK,"1,573,800",914.94,"1,720",Apr-21,NORMANTON PARK,New Sale,Strata,85,"18,515",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
PARC CLEMATIS,"2,068,040","1,248.62","1,656",Apr-21,JALAN LEMPENG,New Sale,Strata,116,"17,828",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
SENGKANG GRAND RESIDENCES,"1,492,400",936.47,"1,594",Apr-21,COMPASSVALE BOW,New Sale,Strata,87,"17,154",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"1,732,800","1,011.82","1,713",Apr-21,COMPASSVALE BOW,New Sale,Strata,94,"18,434",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"1,358,400",764.24,"1,777",Apr-21,COMPASSVALE BOW,New Sale,Strata,71,"19,132",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
SENGKANG GRAND RESIDENCES,"1,587,200",947.23,"1,676",Apr-21,COMPASSVALE BOW,New Sale,Strata,88,"18,036",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,092,000",667.37,"1,636",Apr-21,HOUGANG AVENUE 2,New Sale,Strata,62,"17,613",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
PARC CLEMATIS,"1,477,000",893.41,"1,653",Apr-21,JALAN LEMPENG,New Sale,Strata,83,"17,795",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,185,000",688.9,"1,720",Apr-21,JALAN LEMPENG,New Sale,Strata,64,"18,516",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,199,000",688.9,"1,740",Apr-21,JALAN LEMPENG,New Sale,Strata,64,"18,734",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
PARC CLEMATIS,"1,179,520",688.9,"1,712",Apr-21,JALAN LEMPENG,New Sale,Strata,64,"18,430",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
PARC CLEMATIS,"1,509,000",893.41,"1,689",Apr-21,JALAN LEMPENG,New Sale,Strata,83,"18,181",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,410,000",936.47,"1,506",Apr-21,HOUGANG AVENUE 2,New Sale,Strata,87,"16,207",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE AVENIR,"8,266,000","2,411.14","3,428",Apr-21,RIVER VALLEY CLOSE,New Sale,Strata,224,"36,902",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
DAIRY FARM RESIDENCES,"982,700",624.31,"1,574",Apr-21,DAIRY FARM LANE,New Sale,Strata,58,"16,943",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
DAIRY FARM RESIDENCES,"990,000",624.31,"1,586",Apr-21,DAIRY FARM LANE,New Sale,Strata,58,"17,069",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
JADESCAPE,"2,803,000","1,646.89","1,702",Apr-21,SHUNFU ROAD,New Sale,Strata,153,"18,320",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
AMBER PARK,"1,230,890",462.85,"2,659",Apr-21,AMBER GARDENS,New Sale,Strata,43,"28,625",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
PULLMAN RESIDENCES NEWTON,"3,368,000","1,280.92","2,629",Apr-21,DUNEARN ROAD,New Sale,Strata,119,"28,303",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
AMBER PARK,"1,252,140",484.38,"2,585",Apr-21,AMBER GARDENS,New Sale,Strata,45,"27,825",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
MAYFAIR MODERN,"1,339,800",624.31,"2,146",Apr-21,RIFLE RANGE ROAD,New Sale,Strata,58,"23,100",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,674,000",656.6,"2,549",Apr-21,IRWELL HILL,New Sale,Strata,61,"27,443",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,516,000",613.55,"2,471",Apr-21,IRWELL HILL,New Sale,Strata,57,"26,596",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,248,000",495.14,"2,520",Apr-21,IRWELL HILL,New Sale,Strata,46,"27,130",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"998,000",398.27,"2,506",Apr-21,IRWELL HILL,New Sale,Strata,37,"26,973",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,680,000",656.6,"2,559",Apr-21,IRWELL HILL,New Sale,Strata,61,"27,541",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,680,000",667.37,"2,517",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,097",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,522,000",613.55,"2,481",Apr-21,IRWELL HILL,New Sale,Strata,57,"26,702",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,262,000",495.14,"2,549",Apr-21,IRWELL HILL,New Sale,Strata,46,"27,435",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,002,000",398.27,"2,516",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,081",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,546,000",624.31,"2,476",Apr-21,IRWELL HILL,New Sale,Strata,58,"26,655",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,686,000",656.6,"2,568",Apr-21,IRWELL HILL,New Sale,Strata,61,"27,639",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,686,000",667.37,"2,526",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,194",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,178,000",452.09,"2,606",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,048",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,188,000",452.09,"2,628",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,286",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,006,000",398.27,"2,526",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,189",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,552,000",624.31,"2,486",Apr-21,IRWELL HILL,New Sale,Strata,58,"26,759",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,692,000",656.6,"2,577",Apr-21,IRWELL HILL,New Sale,Strata,61,"27,738",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,692,000",667.37,"2,535",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,290",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,534,000",613.55,"2,500",Apr-21,IRWELL HILL,New Sale,Strata,57,"26,912",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,010,000",398.27,"2,536",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,297",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"1,698,000",656.6,"2,586",Apr-21,IRWELL HILL,New Sale,Strata,61,"27,836",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,698,000",667.37,"2,544",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,387",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,540,000",613.55,"2,510",Apr-21,IRWELL HILL,New Sale,Strata,57,"27,018",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,264,000",495.14,"2,553",Apr-21,IRWELL HILL,New Sale,Strata,46,"27,478",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,014,000",398.27,"2,546",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,405",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,268,000",495.14,"2,561",Apr-21,IRWELL HILL,New Sale,Strata,46,"27,565",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,018,000",398.27,"2,556",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,514",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,722,000",667.37,"2,580",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,774",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,564,000",613.55,"2,549",Apr-21,IRWELL HILL,New Sale,Strata,57,"27,439",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,202,000",452.09,"2,659",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,619",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,028,000",398.27,"2,581",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,784",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,730,000",656.6,"2,635",Apr-21,IRWELL HILL,New Sale,Strata,61,"28,361",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,728,000",667.37,"2,589",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,871",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,570,000",613.55,"2,559",Apr-21,IRWELL HILL,New Sale,Strata,57,"27,544",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,284,000",495.14,"2,593",Apr-21,IRWELL HILL,New Sale,Strata,46,"27,913",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,294,000",495.14,"2,613",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,130",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,032,000",398.27,"2,591",Apr-21,IRWELL HILL,New Sale,Strata,37,"27,892",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,594,000",624.31,"2,553",Apr-21,IRWELL HILL,New Sale,Strata,58,"27,483",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,736,000",656.6,"2,644",Apr-21,IRWELL HILL,New Sale,Strata,61,"28,459",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,734,000",667.37,"2,598",Apr-21,IRWELL HILL,New Sale,Strata,62,"27,968",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,210,000",452.09,"2,676",Apr-21,IRWELL HILL,New Sale,Strata,42,"28,810",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,298,000",495.14,"2,621",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,217",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,036,000",398.27,"2,601",Apr-21,IRWELL HILL,New Sale,Strata,37,"28,000",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,600,000",624.31,"2,563",Apr-21,IRWELL HILL,New Sale,Strata,58,"27,586",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"4,136,000","1,582.31","2,614",Apr-21,IRWELL HILL,New Sale,Strata,147,"28,136",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,742,000",656.6,"2,653",Apr-21,IRWELL HILL,New Sale,Strata,61,"28,557",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,740,000",667.37,"2,607",Apr-21,IRWELL HILL,New Sale,Strata,62,"28,065",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,292,000",495.14,"2,609",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,087",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,302,000",495.14,"2,630",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,304",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,040,000",398.27,"2,611",Apr-21,IRWELL HILL,New Sale,Strata,37,"28,108",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,606,000",624.31,"2,572",Apr-21,IRWELL HILL,New Sale,Strata,58,"27,690",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,748,000",656.6,"2,662",Apr-21,IRWELL HILL,New Sale,Strata,61,"28,656",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,746,000",667.37,"2,616",Apr-21,IRWELL HILL,New Sale,Strata,62,"28,161",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,296,000",495.14,"2,617",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,174",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,306,000",495.14,"2,638",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,391",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,052,000",398.27,"2,641",Apr-21,IRWELL HILL,New Sale,Strata,37,"28,432",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,612,000",624.31,"2,582",Apr-21,IRWELL HILL,New Sale,Strata,58,"27,793",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,754,000",656.6,"2,671",Apr-21,IRWELL HILL,New Sale,Strata,61,"28,754",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,752,000",667.37,"2,625",Apr-21,IRWELL HILL,New Sale,Strata,62,"28,258",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,310,000",495.14,"2,646",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,478",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,056,000",398.27,"2,651",Apr-21,IRWELL HILL,New Sale,Strata,37,"28,541",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,758,000",667.37,"2,634",Apr-21,IRWELL HILL,New Sale,Strata,62,"28,355",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,304,000",495.14,"2,634",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,348",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,314,000",495.14,"2,654",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,565",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,060,000",398.27,"2,662",Apr-21,IRWELL HILL,New Sale,Strata,37,"28,649",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,624,000",624.31,"2,601",Apr-21,IRWELL HILL,New Sale,Strata,58,"28,000",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,776,000",667.37,"2,661",Apr-21,IRWELL HILL,New Sale,Strata,62,"28,645",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,238,000",452.09,"2,738",Apr-21,IRWELL HILL,New Sale,Strata,42,"29,476",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,326,000",495.14,"2,678",Apr-21,IRWELL HILL,New Sale,Strata,46,"28,826",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,11 to 15
