target,target_name,best_ols_spec,ols_r2,ols_mae,xgboost_r2,xgboost_mae
price_psf,Transaction Price (PSF),All Features,0.49466037330811585,72.28332363642485,0.899841758625659,32.78625238730456
rental_yield_pct,Rental Yield (%),All Features,0.2939839753828015,0.6196644771696499,0.7773245281214407,0.3108828483012106
yoy_change_pct,YoY Appreciation (%),All Features,0.003308152289121402,62.414528826635205,0.08611362612191376,59.9627768036327
