segment,school_accessibility_score,school_primary_quality_score,school_secondary_quality_score
HDB_CCR,-1.4779844015322396e-14,-4.618527782440651e-14,16.73251123595505
HDB_OCR,26.896040619311997,9.628053082139518,7.570446296605252
HDB_RCR,645.2496779479347,-23.665341715952874,-13.320604821441922
