mrt_importance_pre_covid,mrt_importance_covid,mrt_importance_post_covid,mrt_importance_change_pct,mrt_proximity_premium_pct,top_mrt_sensitive_town,top_mrt_sensitive_town_importance,avg_mrt_within_town_importance
0.026837901762506,0.0100876960630797,0.0126882742179195,-52.72255510061631,16.297935103244836,SEMBAWANG,0.2113403779899735,0.056822729486131957
