jump_test_type,jump_jump_coef,jump_jump_se,jump_jump_pval,jump_jump_ci_lower,jump_jump_ci_upper,jump_pre_mean,jump_post_mean,jump_observed_jump,jump_r_squared,jump_significant,kink_test_type,kink_pre_slope,kink_post_slope,kink_kink_coef,kink_kink_se,kink_kink_pval,kink_kink_ci_lower,kink_kink_ci_upper,kink_slope_change_pct,kink_r_squared,kink_significant
jump,13117.74595722376,1851.7242363568212,1.4226236615735831e-12,9488.324505793436,16747.167408654084,570666.7991878173,583784.5451450403,13117.745957223,0.001239535487312593,True,kink,-551.4788160074387,3212.2554901637664,3763.734306171205,1029.0491332974761,0.0002550228193000327,1746.7746902816975,5780.693922060713,682.4803051220806,0.0019228227965547573,True
