property_type,year,mrt_coefficient,mrt_premium_100m,r2,n_transactions,mean_price,mean_mrt_distance
Condominium,2021,-0.37617746230507493,-37.61774623050749,0.0638176042351093,28357,1680.3851253658709,564.1975497784438
Condominium,2022,-0.323327224912036,-32.332722491203604,0.04718832886055824,19380,1790.4659442724458,538.5434634320835
Condominium,2023,-0.25037357884262723,-25.037357884262722,0.02400829551822825,17664,1956.3970788043478,540.8798183495695
Condominium,2024,-0.23702772526321417,-23.702772526321418,0.025186468688909502,19864,1967.3432843334676,564.5045629892767
Condominium,2025,-0.45615335373708327,-45.61533537370833,0.07542849289874531,24036,2168.59182060243,547.2347444752028
Condominium,2026,-0.39448096416517003,-39.448096416517004,0.05667709615399552,275,2093.4545454545455,585.9363189070127
