total_properties,undervalued_by_prediction,isolation_forest_anomalies,lof_anomalies,top_opportunities_multi_method,mean_residual,std_residual,threshold_undervalued,total_potential_savings
97133,2293,4857,2500,275,0.13069177476923446,300.2935772174056,-600.5871544348112,-184977193.943388
