Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE FLORENCE RESIDENCES,"1,110,000",635.08,"1,748",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,59,"18,814",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
DUO RESIDENCES,"2,300,000","1,001.05","2,298",Aug-21,FRASER STREET,Resale,Strata,93,"24,731",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,46 to 50
THE GLADES,"930,000",688.9,"1,350",Aug-21,BEDOK RISE,Resale,Strata,64,"14,531",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
THE LUXURIE,"1,027,000",882.65,"1,164",Aug-21,COMPASSVALE ROAD,Resale,Strata,82,"12,524",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
D'LEEDON,"2,300,000","1,291.68","1,781",Aug-21,LEEDON HEIGHTS,Resale,Strata,120,"19,167",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
LEEDON RESIDENCE,"5,200,000","2,109.74","2,465",Aug-21,LEEDON HEIGHTS,Resale,Strata,196,"26,531",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
CORALS AT KEPPEL BAY,"1,700,000",871.88,"1,950",Aug-21,KEPPEL BAY DRIVE,Resale,Strata,81,"20,988",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
THE PANORAMA,"1,575,000","1,001.05","1,573",Aug-21,ANG MO KIO AVENUE 2,Resale,Strata,93,"16,935",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
THE INTERLACE,"2,950,000","2,325.02","1,269",Aug-21,DEPOT ROAD,Resale,Strata,216,"13,657",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
UE SQUARE,"4,288,000","2,378.84","1,803",Aug-21,RIVER VALLEY ROAD,Resale,Strata,221,"19,403",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,16 to 20
CASAFINA,"1,150,000","1,259.39",913,Aug-21,BEDOK SOUTH AVENUE 1,Resale,Strata,117,"9,829",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"1,495,000",796.54,"1,877",Aug-21,COMMONWEALTH AVENUE,Resale,Strata,74,"20,203",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
GARDEN PARK RESIDENCES,"1,068,000",721.19,"1,481",Aug-21,LORONG M TELOK KURAU,Resale,Strata,67,"15,940",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
COCO PALMS,"1,588,000","1,560.78","1,017",Aug-21,PASIR RIS GROVE,Resale,Strata,145,"10,952",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
MI CASA,"1,268,000","1,259.39","1,007",Aug-21,CHOA CHU KANG AVENUE 3,Resale,Strata,117,"10,838",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,11 to 15
RESIDENTIAL APARTMENTS,"1,600,000","1,571.54","1,018",Aug-21,JALAN JAMAL,Resale,Strata,146,"10,959",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
BARTLEY RIDGE,"2,330,000","1,862.17","1,251",Aug-21,MOUNT VERNON ROAD,Resale,Strata,173,"13,468",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
BAYSHORE PARK,"1,000,000",936.47,"1,068",Aug-21,BAYSHORE ROAD,Resale,Strata,87,"11,494",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
SEVENTY SAINT PATRICK'S,"2,408,888","1,302.44","1,850",Aug-21,ST. PATRICK'S ROAD,Resale,Strata,121,"19,908",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
WATERVIEW,"2,800,000","3,584.41",781,Aug-21,TAMPINES AVENUE 1,Resale,Strata,333,"8,408",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
RIVERSAILS,"914,000",882.65,"1,036",Aug-21,UPPER SERANGOON CRESCENT,Resale,Strata,82,"11,146",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE VISION,"1,710,000","1,313.21","1,302",Aug-21,WEST COAST CRESCENT,Resale,Strata,122,"14,016",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,06 to 10
LAKEHOLMZ,"1,180,000","1,248.62",945,Aug-21,CORPORATION ROAD,Resale,Strata,116,"10,172",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,06 to 10
NV RESIDENCES,"825,000",796.54,"1,036",Aug-21,PASIR RIS GROVE,Resale,Strata,74,"11,149",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
NOUVEL 18,"9,704,000","2,820.17","3,441",Aug-21,ANDERSON ROAD,Resale,Strata,262,"37,038",-,Condominium,1,Freehold,10,Core Central Region,31 to 35
RESIDENTIAL APARTMENTS,"9,150,000","2,194.78","4,169",Aug-21,DUBLIN ROAD,Resale,Strata,203.9,"44,875",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
A TREASURE TROVE,"1,020,000",914.94,"1,115",Aug-21,PUNGGOL WALK,Resale,Strata,85,"12,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE GLADES,"1,285,000",839.59,"1,531",Aug-21,BEDOK RISE,Resale,Strata,78,"16,474",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
STARS OF KOVAN,"860,000",516.67,"1,664",Aug-21,UPPER SERANGOON ROAD,Resale,Strata,48,"17,917",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
THOMSON V TWO,"1,310,000",947.23,"1,383",Aug-21,SIN MING ROAD,Resale,Strata,88,"14,886",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
LE SHANTIER,"1,950,000","1,689.95","1,154",Aug-21,SHAN ROAD,Resale,Strata,157,"12,420",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
MAPLE WOODS,"3,380,000","1,786.82","1,892",Aug-21,BUKIT TIMAH ROAD,Resale,Strata,166,"20,361",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PARC ELEGANCE,"600,000",452.09,"1,327",Aug-21,TELOK KURAU ROAD,Resale,Strata,42,"14,286",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
LOFT @ STEVENS,"940,000",516.67,"1,819",Aug-21,STEVENS ROAD,Resale,Strata,48,"19,583",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
D'NEST,"810,000",753.48,"1,075",Aug-21,PASIR RIS GROVE,Resale,Strata,70,"11,571",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
FERRARIA PARK CONDOMINIUM,"904,000",936.47,965,Aug-21,FLORA DRIVE,Resale,Strata,87,"10,391",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE GLADES,"1,020,000",592.02,"1,723",Aug-21,BEDOK RISE,Resale,Strata,55,"18,545",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
OPTIMA @ TANAH MERAH,"1,100,000",871.88,"1,262",Aug-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,81,"13,580",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,01 to 05
SUTTON PLACE,"4,300,000","2,841.7","1,513",Aug-21,FARRER ROAD,Resale,Strata,264,"16,288",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
KINGSTON TERRACE,"1,025,000",925.7,"1,107",Aug-21,JALAN MASJID,Resale,Strata,86,"11,919",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
TWIN VEW,"1,750,000","1,140.98","1,534",Aug-21,WEST COAST VALE,Sub Sale,Strata,106,"16,509",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,11 to 15
FORESQUE RESIDENCES,"1,550,000","1,270.15","1,220",Aug-21,PETIR ROAD,Resale,Strata,118,"13,136",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
SKYLINE RESIDENCES,"1,770,000",828.83,"2,136",Aug-21,TELOK BLANGAH ROAD,Resale,Strata,77,"22,987",-,Condominium,1,Freehold,04,Rest of Central Region,16 to 20
RIVERGATE,"4,380,000","1,776.06","2,466",Aug-21,ROBERTSON QUAY,Resale,Strata,165,"26,545",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
MAPLE WOODS,"2,780,000","1,485.43","1,872",Aug-21,BUKIT TIMAH ROAD,Resale,Strata,138,"20,145",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
WATERTOWN,"1,760,000","1,130.22","1,557",Aug-21,PUNGGOL CENTRAL,Resale,Strata,105,"16,762",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
PARC ROSEWOOD,"855,000",968.76,883,Aug-21,ROSEWOOD DRIVE,Resale,Strata,90,"9,500",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE QUARTZ,"1,188,000","1,065.64","1,115",Aug-21,COMPASSVALE BOW,Resale,Strata,99,"12,000",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
THE ESTUARY,"1,248,000","1,302.44",958,Aug-21,YISHUN AVENUE 1,Resale,Strata,121,"10,314",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,01 to 05
FORESQUE RESIDENCES,"825,000",667.37,"1,236",Aug-21,PETIR ROAD,Resale,Strata,62,"13,306",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
GUILLEMARD EDGE,"648,000",419.8,"1,544",Aug-21,LORONG 30 GEYLANG,Resale,Strata,39,"16,615",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SIGNATURE PARK,"1,288,000","1,054.87","1,221",Aug-21,TOH TUCK ROAD,Resale,Strata,98,"13,143",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CLEMENTI PARK,"2,300,000","1,765.3","1,303",Aug-21,SUNSET WAY,Resale,Strata,164,"14,024",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
PEBBLE BAY,"3,400,000","2,335.79","1,456",Aug-21,TANJONG RHU ROAD,Resale,Strata,217,"15,668",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
PARC ROSEWOOD,"1,170,000","1,765.3",663,Aug-21,ROSEWOOD DRIVE,Resale,Strata,164,"7,134",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,180,000",721.19,"1,636",Aug-21,UPPER PAYA LEBAR ROAD,Resale,Strata,67,"17,612",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
TROPICAL SPRING,"1,300,000","1,367.03",951,Aug-21,SIMEI STREET 4,Resale,Strata,127,"10,236",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
ONE-NORTH RESIDENCES,"1,538,000",979.52,"1,570",Aug-21,ONE-NORTH GATEWAY,Resale,Strata,91,"16,901",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
PALM GARDENS,"900,000","1,205.57",747,Aug-21,HONG SAN WALK,Resale,Strata,112,"8,036",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
COSTA DEL SOL,"1,890,000","1,313.21","1,439",Aug-21,BAYSHORE ROAD,Resale,Strata,122,"15,492",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
MAYFAIR GARDENS,"1,020,000",505.91,"2,016",Aug-21,RIFLE RANGE ROAD,New Sale,Strata,47,"21,702",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
MIDWOOD,"1,112,000",635.08,"1,751",Aug-21,HILLVIEW RISE,New Sale,Strata,59,"18,847",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,21 to 25
MIDWOOD,"879,000",484.38,"1,815",Aug-21,HILLVIEW RISE,New Sale,Strata,45,"19,533",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,26 to 30
THE GAZANIA,"1,485,000",699.66,"2,122",Aug-21,HOW SUN DRIVE,New Sale,Strata,65,"22,846",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
DAIRY FARM RESIDENCES,"1,644,900","1,151.75","1,428",Aug-21,DAIRY FARM LANE,New Sale,Strata,107,"15,373",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,215,000",473.62,"2,565",Aug-21,FOURTH AVENUE,New Sale,Strata,44,"27,614",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
NYON,"1,890,000",818.06,"2,310",Aug-21,AMBER ROAD,New Sale,Strata,76,"24,868",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,790,000",850.36,"2,105",Aug-21,BIDADARI PARK DRIVE,New Sale,Strata,79,"22,658",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
15 HOLLAND HILL,"5,422,600","1,797.59","3,017",Aug-21,HOLLAND HILL,New Sale,Strata,167,"32,471",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
AMBER PARK,"1,815,600",678.13,"2,677",Aug-21,AMBER GARDENS,New Sale,Strata,63,"28,819",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
AMBER PARK,"1,824,950",678.13,"2,691",Aug-21,AMBER GARDENS,New Sale,Strata,63,"28,967",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
AMBER PARK,"1,826,650",699.66,"2,611",Aug-21,AMBER GARDENS,New Sale,Strata,65,"28,102",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
URBAN TREASURES,"1,305,110",656.6,"1,888",Aug-21,JALAN EUNOS,New Sale,Strata,61,"20,325","1,239,854",Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,606,000",742.72,"2,162",Aug-21,BIDADARI PARK DRIVE,New Sale,Strata,69,"23,275",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,783,000","1,323.97","1,347",Aug-21,TAMPINES LANE,New Sale,Strata,123,"14,496",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
RESIDENCE TWENTY-TWO,"2,240,000","1,216.33","1,842",Aug-21,TELOK KURAU ROAD,New Sale,Strata,113,"19,823",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,401,000",958,"1,462",Aug-21,CANBERRA DRIVE,New Sale,Strata,89,"15,742",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,147,000",925.7,"1,239",Aug-21,CANBERRA DRIVE,New Sale,Strata,86,"13,337",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
ROYALGREEN,"1,810,620",721.19,"2,511",Aug-21,ANAMALAI AVENUE,New Sale,Strata,67,"27,024",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RIVIERE,"1,595,180",559.73,"2,850",Aug-21,JIAK KIM STREET,New Sale,Strata,52,"30,677",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,11 to 15
HAUS ON HANDY,"1,578,304",602.78,"2,618",Aug-21,HANDY ROAD,New Sale,Strata,56,"28,184",-,Condominium,1,99 yrs lease commencing from 2018,09,Core Central Region,06 to 10
THE WATERGARDENS AT CANBERRA,"1,329,000",904.18,"1,470",Aug-21,CANBERRA DRIVE,New Sale,Strata,84,"15,821",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,308,000",904.18,"1,447",Aug-21,CANBERRA DRIVE,New Sale,Strata,84,"15,571",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,369,000",958,"1,429",Aug-21,CANBERRA DRIVE,New Sale,Strata,89,"15,382",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,133,000",871.88,"1,299",Aug-21,CANBERRA DRIVE,New Sale,Strata,81,"13,988",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,004,000",678.13,"1,481",Aug-21,CANBERRA DRIVE,New Sale,Strata,63,"15,937",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,738,000","1,270.15","1,368",Aug-21,TAMPINES LANE,New Sale,Strata,118,"14,729",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,098,000",753.48,"1,457",Aug-21,CANBERRA DRIVE,New Sale,Strata,70,"15,686",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,140,000",753.48,"1,513",Aug-21,CANBERRA DRIVE,New Sale,Strata,70,"16,286",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,740,000","1,237.86","1,406",Aug-21,TAMPINES LANE,New Sale,Strata,115,"15,130",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE WATERGARDENS AT CANBERRA,"1,013,000",678.13,"1,494",Aug-21,CANBERRA DRIVE,New Sale,Strata,63,"16,079",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
NORMANTON PARK,"965,000",527.44,"1,830",Aug-21,NORMANTON PARK,New Sale,Strata,49,"19,694",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
NORMANTON PARK,"1,088,000",570.49,"1,907",Aug-21,NORMANTON PARK,New Sale,Strata,53,"20,528",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
THE WATERGARDENS AT CANBERRA,"1,113,000",753.48,"1,477",Aug-21,CANBERRA DRIVE,New Sale,Strata,70,"15,900",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,542,000","1,205.57","1,279",Aug-21,CANBERRA DRIVE,New Sale,Strata,112,"13,768",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,111,000",753.48,"1,474",Aug-21,CANBERRA DRIVE,New Sale,Strata,70,"15,871",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
NORMANTON PARK,"973,000",527.44,"1,845",Aug-21,NORMANTON PARK,New Sale,Strata,49,"19,857",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
DAIRY FARM RESIDENCES,"1,187,100",710.42,"1,671",Aug-21,DAIRY FARM LANE,New Sale,Strata,66,"17,986",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
CLAVON,"2,462,000","1,582.31","1,556",Aug-21,CLEMENTI AVENUE 1,New Sale,Strata,147,"16,748",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
NORMANTON PARK,"1,574,000",914.94,"1,720",Aug-21,NORMANTON PARK,New Sale,Strata,85,"18,518",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
PARC CLEMATIS,"2,119,000","1,248.62","1,697",Aug-21,JALAN LEMPENG,New Sale,Strata,116,"18,267",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"2,359,960","1,313.21","1,797",Aug-21,COMPASSVALE BOW,New Sale,Strata,122,"19,344",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
VERDALE,"1,765,700","1,001.05","1,764",Aug-21,DE SOUZA AVENUE,New Sale,Strata,93,"18,986",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
DAIRY FARM RESIDENCES,"1,411,000",936.47,"1,507",Aug-21,DAIRY FARM LANE,New Sale,Strata,87,"16,218",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
MIDWOOD,"1,102,000",635.08,"1,735",Aug-21,HILLVIEW RISE,New Sale,Strata,59,"18,678",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,21 to 25
SENGKANG GRAND RESIDENCES,"1,835,980","1,022.58","1,795",Aug-21,COMPASSVALE BOW,New Sale,Strata,95,"19,326",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,269,000",796.54,"1,593",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,74,"17,149",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,553,112",893.41,"1,738",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,83,"18,712",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
PARC CLEMATIS,"2,310,000","1,291.68","1,788",Aug-21,JALAN LEMPENG,New Sale,Strata,120,"19,250",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
PARC CLEMATIS,"1,266,000",688.9,"1,838",Aug-21,JALAN LEMPENG,New Sale,Strata,64,"19,781",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
THE FLORENCE RESIDENCES,"1,153,000",624.31,"1,847",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,58,"19,879",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"903,000",484.38,"1,864",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,45,"20,067",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
FLORAVILLE,"990,000",796.54,"1,243",Aug-21,CACTUS ROAD,Resale,Strata,74,"13,378",-,Apartment,1,Freehold,28,Outside Central Region,01 to 05
ONE HOLLAND VILLAGE RESIDENCES,"1,976,680",828.83,"2,385",Aug-21,HOLLAND VILLAGE WAY,New Sale,Strata,77,"25,671",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
ONE MEYER,"2,590,000","1,033.34","2,506",Aug-21,MEYER PLACE,New Sale,Strata,96,"26,979",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
VERDALE,"1,246,000",699.66,"1,781",Aug-21,DE SOUZA AVENUE,New Sale,Strata,65,"19,169",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
PASIR RIS 8,"945,000",516.67,"1,829",Aug-21,PASIR RIS DRIVE 8,New Sale,Strata,48,"19,688",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10
MIDWOOD,"1,101,000",635.08,"1,734",Aug-21,HILLVIEW RISE,New Sale,Strata,59,"18,661",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
MIDWOOD,"2,083,000","1,248.62","1,668",Aug-21,HILLVIEW RISE,New Sale,Strata,116,"17,957",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,21 to 25
THE JOVELL,"981,300",721.19,"1,361",Aug-21,FLORA DRIVE,New Sale,Strata,67,"14,646",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
AVENUE SOUTH RESIDENCE,"1,576,000",688.9,"2,288",Aug-21,SILAT AVENUE,New Sale,Strata,64,"24,625",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,41 to 45
PASIR RIS 8,"932,000",516.67,"1,804",Aug-21,PASIR RIS DRIVE 8,New Sale,Strata,48,"19,417",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10
