Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
KOPAR AT NEWTON,"2,750,000","1,054.87","2,607",Jan-26,MAKEWAY AVENUE,Resale,Strata,98,"28,061",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,01 to 05
LAKE GRANDE,"1,430,000",775.01,"1,845",Jan-26,JURONG LAKE LINK,Resale,Strata,72,"19,861",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"713,000",473.62,"1,505",Jan-26,UPPER SERANGOON VIEW,Resale,Strata,44,"16,205",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
COSTA RHU,"2,260,000","1,399.32","1,615",Jan-26,RHU CROSS,Resale,Strata,130,"17,385",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
SEASIDE RESIDENCES,"1,900,000",785.77,"2,418",Jan-26,SIGLAP LINK,Resale,Strata,73,"26,027",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
FERRARIA PARK CONDOMINIUM,"1,580,000","1,302.44","1,213",Jan-26,FLORA DRIVE,Resale,Strata,121,"13,058",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
WALLICH RESIDENCE,"3,528,000","1,097.93","3,213",Jan-26,WALLICH STREET,Resale,Strata,102,"34,588",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,51 to 55
DORSETT RESIDENCES,"1,536,000",688.9,"2,230",Jan-26,NEW BRIDGE ROAD,Resale,Strata,64,"24,000",-,Apartment,1,99 yrs lease commencing from 2009,02,Rest of Central Region,01 to 05
DOVER PARKVIEW,"1,410,000",968.76,"1,455",Jan-26,DOVER RISE,Resale,Strata,90,"15,667",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
CITYVALE,"1,275,000",721.19,"1,768",Jan-26,SOPHIA ROAD,Resale,Strata,67,"19,030",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CLAVON,"3,860,000","1,689.95","2,284",Jan-26,CLEMENTI AVENUE 1,Resale,Strata,157,"24,586",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
NIN RESIDENCE,"1,528,000",990.29,"1,543",Jan-26,PHENG GECK AVENUE,Resale,Strata,92,"16,609",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
SEASIDE RESIDENCES,"2,045,000",807.3,"2,533",Jan-26,SIGLAP LINK,Resale,Strata,75,"27,267",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,11 to 15
MAYSPRINGS,"1,205,000",914.94,"1,317",Jan-26,PETIR ROAD,Resale,Strata,85,"14,176",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,16 to 20
3@SANDILANDS,"1,000,000",764.24,"1,308",Jan-26,SANDILANDS ROAD,Resale,Strata,71,"14,085",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
BELLE VUE RESIDENCES,"3,800,000","1,840.64","2,064",Jan-26,OXLEY WALK,Resale,Strata,171,"22,222",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
ALEXIS,"788,000",398.27,"1,979",Jan-26,ALEXANDRA ROAD,Resale,Strata,37,"21,297",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
RIVER PLACE,"1,680,000",968.76,"1,734",Jan-26,HAVELOCK ROAD,Resale,Strata,90,"18,667",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
OPTIMA @ TANAH MERAH,"1,300,000",861.12,"1,510",Jan-26,TANAH MERAH KECHIL AVENUE,Resale,Strata,80,"16,250",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,820,000",893.41,"2,037",Jan-26,BEDOK SOUTH AVENUE 3,Resale,Strata,83,"21,928",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
ARDOR RESIDENCE,"2,223,000",861.12,"2,582",Jan-26,HAIG ROAD,New Sale,Strata,80,"27,788",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CONTINUUM,"3,383,000","1,237.86","2,733",Jan-26,THIAM SIEW AVENUE,New Sale,Strata,115,"29,417",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CONTINUUM,"3,736,000","1,248.62","2,992",Jan-26,THIAM SIEW AVENUE,New Sale,Strata,116,"32,207",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
CHUAN PARK,"2,001,900",731.95,"2,735",Jan-26,LORONG CHUAN,New Sale,Strata,68,"29,440",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15
WATTEN HOUSE,"5,011,000","1,539.25","3,255",Jan-26,SHELFORD ROAD,New Sale,Strata,143,"35,042",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
NAVA GROVE,"4,145,200","1,550.02","2,674",Jan-26,PINE GROVE,New Sale,Strata,144,"28,786",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,21 to 25
ARINA EAST RESIDENCES,"3,338,000","1,237.86","2,697",Jan-26,TANJONG RHU ROAD,New Sale,Strata,115,"29,026",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE MYST,"2,604,000","1,377.79","1,890",Jan-26,UPPER BUKIT TIMAH ROAD,New Sale,Strata,128,"20,344",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,21 to 25
THE MYST,"2,325,000","1,227.1","1,895",Jan-26,UPPER BUKIT TIMAH ROAD,New Sale,Strata,114,"20,395",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,21 to 25
PROMENADE PEAK,"2,331,500",796.54,"2,927",Jan-26,ZION PROMENADE,New Sale,Strata,74,"31,507",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"2,072,400",667.37,"3,105",Jan-26,ZION PROMENADE,New Sale,Strata,62,"33,426",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,084,600",667.37,"3,124",Jan-26,ZION PROMENADE,New Sale,Strata,62,"33,623",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
ELTA,"3,182,000","1,313.21","2,423",Jan-26,CLEMENTI AVENUE 1,New Sale,Strata,122,"26,082",-,Apartment,1,99 yrs lease commencing from 2024,05,Outside Central Region,06 to 10
GRAND DUNMAN,"1,998,000",667.37,"2,994",Jan-26,DUNMAN ROAD,New Sale,Strata,62,"32,226",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
THE SEN,"1,955,200",871.88,"2,243",Jan-26,JALAN JURONG KECHIL,New Sale,Strata,81,"24,138",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
CANBERRA CRESCENT RESIDENCES,"2,004,900",990.29,"2,025",Jan-26,CANBERRA CRESCENT,New Sale,Strata,92,"21,792",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05
CANBERRA CRESCENT RESIDENCES,"1,621,300",796.54,"2,035",Jan-26,CANBERRA CRESCENT,New Sale,Strata,74,"21,909",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05
ARINA EAST RESIDENCES,"3,888,000","1,388.56","2,800",Jan-26,TANJONG RHU ROAD,New Sale,Strata,129,"30,140",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE CONTINUUM,"3,356,000","1,087.16","3,087",Jan-26,THIAM SIEW AVENUE,New Sale,Strata,101,"33,228",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
CARDIFF RESIDENCE,"720,000",419.8,"1,715",Jan-26,CARDIFF GROVE,Resale,Strata,39,"18,462",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE ROBERTSON OPUS,"3,318,000","1,022.58","3,245",Jan-26,UNITY STREET,New Sale,Strata,95,"34,926",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
SPOTTISWOODE SUITES,"970,000",452.09,"2,146",Jan-26,SPOTTISWOODE PARK ROAD,Resale,Strata,42,"23,095",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
COCO PALMS,"1,260,000",742.72,"1,696",Jan-26,PASIR RIS GROVE,Resale,Strata,69,"18,261",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
UPPERHOUSE AT ORCHARD BOULEVARD,"1,545,000",473.62,"3,262",Jan-26,ORCHARD BOULEVARD,New Sale,Strata,44,"35,114",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,16 to 20
HIGH PARK RESIDENCES,"2,000,000","1,162.51","1,720",Jan-26,FERNVALE ROAD,Resale,Strata,108,"18,519",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,21 to 25
THE TENNERY,"870,000",613.55,"1,418",Jan-26,WOODLANDS ROAD,Resale,Strata,57,"15,263",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
ASTOR GREEN,"2,350,000","1,528.49","1,537",Jan-26,PINE GROVE,Resale,Strata,142,"16,549",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
PINETREE HILL,"3,031,000","1,216.33","2,492",Jan-26,PINE GROVE,New Sale,Strata,113,"26,823",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
ASTORIA PARK,"1,328,000",958,"1,386",Jan-26,LORONG MYDIN,Resale,Strata,89,"14,921",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,06 to 10
THE DRAYCOTT,"5,818,000","2,637.18","2,206",Jan-26,DRAYCOTT PARK,Resale,Strata,245,"23,747",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE LINE @ TANJONG RHU,"2,450,000","1,065.64","2,299",Jan-26,TANJONG RHU ROAD,Resale,Strata,99,"24,747",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
LIVIA,"1,530,000","1,259.39","1,215",Jan-26,PASIR RIS GROVE,Resale,Strata,117,"13,077",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"2,523,000","1,108.69","2,276",Jan-26,YUAN CHING ROAD,New Sale,Strata,103,"24,495",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
SPRINGLEAF RESIDENCE,"3,197,000","1,453.14","2,200",Jan-26,UPPER THOMSON ROAD,New Sale,Strata,135,"23,681",-,Apartment,1,99 yrs lease commencing from 2024,26,Outside Central Region,11 to 15
SEASIDE RESIDENCES,"1,108,888",505.91,"2,192",Jan-26,SIGLAP LINK,Resale,Strata,47,"23,593",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
WHISTLER GRAND,"924,000",505.91,"1,826",Jan-26,WEST COAST VALE,Resale,Strata,47,"19,660",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
SKY@ELEVEN,"4,338,000","1,851.41","2,343",Jan-26,THOMSON LANE,Resale,Strata,172,"25,221",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
FOURTH AVENUE RESIDENCES,"2,975,000","1,108.69","2,683",Jan-26,FOURTH AVENUE,Resale,Strata,103,"28,883",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
THE REEF AT KING'S DOCK,"1,856,000",764.24,"2,429",Jan-26,HARBOURFRONT AVENUE,Sub Sale,Strata,71,"26,141",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
EIGHT COURTYARDS,"1,520,000","1,087.16","1,398",Jan-26,CANBERRA DRIVE,Resale,Strata,101,"15,050",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
IRWELL HILL RESIDENCES,"4,320,000","1,539.25","2,807",Jan-26,IRWELL HILL,Resale,Strata,143,"30,210",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
YEWTEE RESIDENCES,"1,980,000","1,625.36","1,218",Jan-26,CHOA CHU KANG NORTH 6,Resale,Strata,151,"13,113",-,Apartment,1,99 yrs lease commencing from 2006,23,Outside Central Region,11 to 15
SUITES @ TOPAZ,"675,000",387.5,"1,742",Jan-26,TOPAZ ROAD,Resale,Strata,36,"18,750",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
CASA ROSA,"1,620,000","1,173.28","1,381",Jan-26,LORONG ONG LYE,Resale,Strata,109,"14,862",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,01 to 05
THE REEF AT KING'S DOCK,"1,998,000",764.24,"2,614",Jan-26,HARBOURFRONT AVENUE,Resale,Strata,71,"28,141",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
CASA MERAH,"2,750,000","2,195.86","1,252",Jan-26,TANAH MERAH KECHIL AVENUE,Resale,Strata,204,"13,480",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,11 to 15
GRANDE VISTA,"2,420,000","2,023.63","1,196",Jan-26,CACTUS DRIVE,Resale,Strata,188,"12,872",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
BLUE HORIZON,"1,740,000","1,162.51","1,497",Jan-26,WEST COAST CRESCENT,Resale,Strata,108,"16,111",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,11 to 15
NORMANTON PARK,"2,860,000","1,334.74","2,143",Jan-26,NORMANTON PARK,Sub Sale,Strata,124,"23,065",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
SUNRISE GARDENS,"1,450,000","1,280.92","1,132",Jan-26,SUNRISE AVENUE,Resale,Strata,119,"12,185",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"840,000",516.67,"1,626",Jan-26,HOUGANG AVENUE 7,Resale,Strata,48,"17,500",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
MYRA,"3,185,000","1,313.21","2,425",Jan-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,122,"26,107",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
SYMPHONY SUITES,"1,050,000",785.77,"1,336",Jan-26,YISHUN CLOSE,Resale,Strata,73,"14,384",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,695,888",731.95,"2,317",Jan-26,SILAT AVENUE,Resale,Strata,68,"24,940",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
PICARDY GARDENS,"1,750,000","1,302.44","1,344",Jan-26,JALAN PARI BURONG,Resale,Strata,121,"14,463",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
UPPERHOUSE AT ORCHARD BOULEVARD,"2,452,000",699.66,"3,505",Jan-26,ORCHARD BOULEVARD,New Sale,Strata,65,"37,723",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,21 to 25
THE SEN,"1,681,300",678.13,"2,479",Jan-26,JALAN JURONG KECHIL,New Sale,Strata,63,"26,687",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,06 to 10
THE SEN,"1,994,500",871.88,"2,288",Jan-26,JALAN JURONG KECHIL,New Sale,Strata,81,"24,623",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"2,730,000","1,054.87","2,588",Jan-26,STIRLING ROAD,Resale,Strata,98,"27,857",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
CHUAN PARK,"1,989,800",742.72,"2,679",Jan-26,LORONG CHUAN,New Sale,Strata,69,"28,838",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
THE LUXURIE,"1,190,000",731.95,"1,626",Jan-26,COMPASSVALE ROAD,Resale,Strata,68,"17,500",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
BOTANNIA,"2,310,000","1,270.15","1,819",Jan-26,WEST COAST PARK,Resale,Strata,118,"19,576",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
LENTORIA,"2,319,000",958,"2,421",Jan-26,LENTOR HILLS ROAD,New Sale,Strata,89,"26,056",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
NAVA GROVE,"4,132,400","1,550.02","2,666",Jan-26,PINE GROVE,New Sale,Strata,144,"28,697",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,21 to 25
REZI 3TWO,"739,888",462.85,"1,599",Jan-26,LORONG 32 GEYLANG,Resale,Strata,43,"17,207",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SUNRISE GARDENS,"2,150,000","2,034.4","1,057",Jan-26,SUNRISE AVENUE,Resale,Strata,189,"11,376",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
SPANISH VILLAGE,"3,150,000","1,539.25","2,046",Jan-26,FARRER ROAD,Resale,Strata,143,"22,028",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARC CLEMATIS,"3,590,000","1,496.2","2,399",Jan-26,JALAN LEMPENG,Resale,Strata,139,"25,827",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
GRAND DUNMAN,"4,010,000","1,689.95","2,373",Jan-26,DUNMAN ROAD,New Sale,Strata,157,"25,541",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"1,260,000",592.02,"2,128",Jan-26,YUAN CHING ROAD,New Sale,Strata,55,"22,909",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"1,650,000",882.65,"1,869",Jan-26,BROOKVALE DRIVE,Sub Sale,Strata,82,"20,122",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
E MAISON,"1,530,000",936.47,"1,634",Jan-26,BRADDELL ROAD,Resale,Strata,87,"17,586",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
FLAMINGO VALLEY,"3,108,888","1,593.07","1,952",Jan-26,SIGLAP ROAD,Resale,Strata,148,"21,006",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE TAPESTRY,"1,065,000",602.78,"1,767",Jan-26,TAMPINES STREET 86,Resale,Strata,56,"19,018",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
LAKE GRANDE,"1,100,000",624.31,"1,762",Jan-26,JURONG LAKE LINK,Resale,Strata,58,"18,966",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
CLAVON,"3,558,000","1,582.31","2,249",Jan-26,CLEMENTI AVENUE 1,Resale,Strata,147,"24,204",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
THE FLORENCE RESIDENCES,"840,000",484.38,"1,734",Jan-26,HOUGANG AVENUE 2,Resale,Strata,45,"18,667",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
MARINE BLUE,"1,788,888","1,270.15","1,408",Jan-26,MARINE PARADE ROAD,Resale,Strata,118,"15,160",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
QUEENSWAY TOWER,"2,278,000","1,625.36","1,402",Jan-26,QUEENSWAY,Resale,Strata,151,"15,086",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
THE TEMBUSU,"1,790,000","1,022.58","1,750",Jan-26,TAMPINES ROAD,Resale,Strata,95,"18,842",-,Condominium,1,Freehold,19,Outside Central Region,16 to 20
MADISON RESIDENCES,"3,860,000","1,463.9","2,637",Jan-26,BUKIT TIMAH ROAD,Resale,Strata,136,"28,382",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
VIIO @ BALESTIER,"925,000",473.62,"1,953",Jan-26,BALESTIER ROAD,Resale,Strata,44,"21,023",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
FOREST WOODS,"3,100,000","1,280.92","2,420",Jan-26,LORONG LEW LIAN,Resale,Strata,119,"26,050",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
BAYWIND RESIDENCES,"3,025,000","1,270.15","2,382",Jan-26,LORONG N TELOK KURAU,Resale,Strata,118,"25,636",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
JADESCAPE,"1,755,000",764.24,"2,296",Jan-26,SHUNFU ROAD,Resale,Strata,71,"24,718",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
RV RESIDENCES,"1,736,888",699.66,"2,482",Jan-26,RIVER VALLEY ROAD,Resale,Strata,65,"26,721",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
FLAMINGO VALLEY,"2,372,000","1,216.33","1,950",Jan-26,SIGLAP ROAD,Resale,Strata,113,"20,991",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
NORMANTON PARK,"2,300,000","1,087.16","2,116",Jan-26,NORMANTON PARK,Sub Sale,Strata,101,"22,772",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
TIARA,"3,288,000","1,302.44","2,524",Jan-26,KIM SENG WALK,Resale,Strata,121,"27,174",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
HILLTOPS,"4,400,000","1,248.62","3,524",Jan-26,CAIRNHILL CIRCLE,Resale,Strata,116,"37,931",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
NOUVELLE PARK,"1,780,000","1,130.22","1,575",Jan-26,POH HUAT ROAD WEST,Resale,Strata,105,"16,952",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,515,000",667.37,"2,270",Jan-26,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"24,435",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
AFFINITY AT SERANGOON,"868,000",559.73,"1,551",Jan-26,SERANGOON NORTH AVENUE 1,Resale,Strata,52,"16,692",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,650,000",785.77,"2,100",Jan-26,KEPPEL BAY VIEW,Resale,Strata,73,"22,603",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,897,500",645.84,"2,938",Jan-26,MARINA GARDENS LANE,New Sale,Strata,60,"31,625",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"2,144,600",721.19,"2,974",Jan-26,MARINA GARDENS LANE,New Sale,Strata,67,"32,009",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
NAVA GROVE,"3,537,700","1,463.9","2,417",Jan-26,PINE GROVE,New Sale,Strata,136,"26,013",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,991,300",667.37,"2,984",Jan-26,MARINA GARDENS LANE,New Sale,Strata,62,"32,118",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
FABER RESIDENCE,"2,828,000","1,270.15","2,227",Jan-26,FABER WALK,New Sale,Strata,118,"23,966",-,Apartment,1,99 yrs lease commencing from 2025,05,Outside Central Region,01 to 05
THE CENTRIS,"2,180,000","1,323.97","1,647",Jan-26,JURONG WEST CENTRAL 3,Resale,Strata,123,"17,724",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
GRANGE 1866,"2,539,460",764.24,"3,323",Jan-26,GRANGE ROAD,New Sale,Strata,71,"35,767",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
GRANGE 1866,"2,643,000",764.24,"3,458",Jan-26,GRANGE ROAD,New Sale,Strata,71,"37,225",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
AUREA,"1,810,000",635.08,"2,850",Jan-26,BEACH ROAD,New Sale,Strata,59,"30,678",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"1,864,000",645.84,"2,886",Jan-26,BEACH ROAD,New Sale,Strata,60,"31,067",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
THE PANORAMA,"2,888,888","1,334.74","2,164",Jan-26,ANG MO KIO AVENUE 2,Resale,Strata,124,"23,297",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
THE PALETTE,"1,648,888","1,065.64","1,547",Jan-26,PASIR RIS GROVE,Resale,Strata,99,"16,655",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
NINE RESIDENCES,"1,200,000",925.7,"1,296",Jan-26,YISHUN AVENUE 9,Resale,Strata,86,"13,953",-,Apartment,1,99 yrs lease commencing from 2013,27,Outside Central Region,06 to 10
PENROSE,"2,538,888","1,173.28","2,164",Jan-26,SIMS DRIVE,Sub Sale,Strata,109,"23,293",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,01 to 05
