importance
2.0022682862155152
0.022484214491910737
0.008681474685621905
0.000810549996903931
0.00028688354214484457
0.00022566779200087206
8.462400785639313e-05
4.5464693474406294e-05
3.9827724465413275e-05
6.919430984730912e-06
1.175014977350397e-06
6.039713126848589e-07
2.6511490393010816e-07
1.9228351073596882e-07
1.0060078133866668e-07
9.714908205671335e-08
8.194106265735357e-08
7.966393001934691e-08
7.170180817972494e-08
2.903974209989002e-08
